complaint_id,product,sub_product,issue,sub_issue,company,state,channel,timely_response,consumer_disputed,date_received,compliance_signal,narrative_length,narrative_preview
11463202,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Old information reappears or never goes away,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MA,Web,Yes,N/A,2025-01-10,financial_harm,241,"XXXX, XXXX and Trans Union is reporting a debt from XXXX XXXX, XXXX. I have already provided proof that the debt is more than XXXX XXXX XXXX, in XXXX of XXXX. Now in XXXX the old information reappears on my credit report causing severe harm."
3869291,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",WV,Web,Yes,N/A,2020-09-26,financial_harm,997,"I moved from XXXX XXXX in XXXX of 2015. When I left the complex, management said that they would keep my XXXX deposit and since there was only a month left, would not hold me to the lease. Additionally, my XXXX  son and spilled bleach on an area of the carpet that both maintenance and management were made aware of. Both stated that it was time for that carpet to be replaced and not to worry about it. I never heard anything from anyone at XXXX XXXX. An acquaintance whose mother works for my ex husband took a position at XXXX XXXX after I moved from complex and this person abused their power and position and created a debt that never existed. As soon as this person took a management position with XXXX XXXX, she reported an erroneous amount of XXXX to XXXX XXXX XXXX four months after I had moved. I have disputed this with the credit bureaus and every dispute simply comes back in an expedited amount of time as "" complies with FCRA '' which is does not. This is harassment and fraudulent."
16383838,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,"Suttell, Hammer & White, P.S",CA,Web,Yes,N/A,2025-10-06,financial_harm,2482,"I am filing this complaint against XXXX XXXX XXXX XXXX for attempting to collect on a fraudulent debt that resulted from identity theft and for failing to comply with the FDCPA and FCRA in its collection and verification practices. 

Their letter dated XX/XX/year> seeks to collect {$65000.00} allegedly owed to XXXX XXXX XXXX XXXX. This account was already reported as identity theft, investigated by the credit bureaus, and deleted from XXXX, XXXX, and XXXX after I submitted an FTC Identity Theft Report identifying this same account. Despite this, XXXX XXXX XXXX has initiated new collection activity. 

Violations and Issues Collection of Debt Resulting from Identity Theft FCRA 605B ; FDCPA 1692f ( 1 ) The alleged XXXX XXXX debt has been documented as identity theft. Any attempt to collect, validate, or report this account violates FCRA XXXX, which requires blocking identity-theft information once a valid report has been filed. 

Failure to Provide Complete Validation FDCPA 1692g ( b ) While the letter includes a standard XXXX dispute notice, it does not contain the documents needed to confirm validity, such as : The original signed credit agreement, Proof of legal assignment or autho"
14719269,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"Spring Oaks Capital, LLC",MD,Web,Yes,N/A,2025-07-17,financial_harm,999,"I am writing to formally dispute the collection account that SPRINGOAKCAP is reporting to the credit bureaus regarding an alleged debt company. Upon recently reviewing my credit reports, I was shocked to find this account listed. I have no knowledge or record of ever holding an account, nor have I received any prior communication from your officeincluding but not limited to a phone call, text message, email, or the XXXX notice required by the Fair Debt Collection Practices Act ( FDCPA ). This lack of notification raises serious concerns regarding the legitimacy, accuracy, and ownership of this alleged debt. This erroneous reporting has caused me significant harm, including difficulty obtaining credit and jeopardizing my pending home loan application. Under the FDCPA, I have the right to request to dispute its validity. Given that I have not received any required notice or verification as outlined under 15 U.S.C. 1692g, this collection account appears to be in violation of federal law."
16386083,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,DISCOVER BANK,NY,Web,Yes,N/A,2025-10-06,financial_harm,1989,"DISCOVER CARD Account XXXX XXXX XXXX XXXX XXXX XXXX Subject : Formal Dispute and Request for Proof of Late Payment Removal of Inaccurate Charge-Off Dear Sir or Madam, Pursuant to my rights under the Fair Credit Reporting Act ( FCRA ) 15 U.S.C. 1681, I am formally notifying you that I am disputing the information you have furnished to the credit reporting agencies regarding account number XXXXXXXX XXXX XXXX XXXX XXXX  which has been reported as charged-off. 

Reason for the Dispute : According to 15 U.S.C. 1666b ( a ), a creditor may not treat a payment as late, nor apply any related consequences ( such as negative reporting ), unless : XXXX. A periodic statement was sent to me ; XXXX. That statement included the information required under 1637 ( b ) ; XXXX. It was sent or delivered ; and XXXX. At least XXXX  days prior to the payment due date. 

Accordingly, I demand verifiable proof that you complied with each and every XXXX of these legal requirements before reporting any payment as late and, therefore, before classifying the account as charged-off. 

Furthermore, under 15 U.S.C. 1681s2 ( a ) ( 7 ), if you reported negative information ( such as late payments ), you were required"
12884426,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",CA,Web,Yes,N/A,2025-04-08,financial_harm,213,"I have not supplied proof under the doctrine of estoppel by silence, Engelhardt V. Gravens ( mo ) 281 SW 715.719. I pressume that no proof of the alleged debt, nor therefore any such debt, in fact therefore exist."
2836463,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"Diversified Consultants, Inc.",FL,Web,Yes,N/A,2018-03-07,financial_harm,3185,"XX/XX/18 XXXX XXXX XXXX XXXX XXXX XXXX XXXX FL XXXX DIVERSIFIED CONSULTANTS Partial account # XXXX XXXX XXXX XXXX XXXX, XXXX, FL XXXX or ( XXXX ) XXXX Re : Acct # XXXX To Whom It May Concern : This letter is regarding a negative inaccurate account or accounts, which you claim I owe XXXX in a charged off account originally from XXXX XXXX XXXX. You also did not provide a complete account number and I don't see how you can say this is mine when there is no record of an account number from XXXX XXXX XXXX either. This is a formal notice that your erroneous claim ( s )  is/are now disputed. 

I am requesting validation, made pursuant to the Fair Debt Collection Practices Act and the Fair Credit Reporting Act, along with the corresponding local state laws. Please note that I am requesting "" validation '' that is competent evidence bearing my signature, showing that I have ( or ever had ) some contractual obligation to pay you. Be advised that the method of validation is hereby requested along with the procedure used to determine the accuracy and completeness 's of the information is hereby requested. 
As per FTC opinion letter from Attorney General XXXX XXXX XXXX, you should be aware that"
12497714,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,Web,Yes,N/A,2025-03-15,financial_harm,11580,"XXXX. XXXX XXXX, Attorney General of Michigan XXXX. XXXX XXXX XXXX, Chair, Federal Trade Commission XXXX. XXXX XXXX XXXX, Comptroller of the Currency TransUnion LLC Consumer Dispute Center XXXX XXXX XXXX XXXX XXXX XXXXXXXX Subject : Unconditional Demand for Immediate, Complete Deletion of Fraudulent Accounts from All Credit Reports Based on Federal Statutory Violations, Legal Penalties, Binding Case Law, and Inviolable Doctrinal Standards from XXXX XXXX XXXX XXXX Treatise on Suits in XXXXXXXX XXXX XXXX XXXX XXXX and the King XXXX XXXX FTC Identity Theft Report Number : XXXX To : XXXX XXXX XXXX, Privacy Compliance Department and all responsible parties : This letter is a firm and irrevocable demand for the immediate, permanent deletion and complete removal of all information regarding a fraudulent inquiry accounts linked to XXXX XXXX XXXX, from my credit reports with XXXX, XXXX, and TransUnion. The continued presence of this account on my credit profiledespite clear documentation proving it originated from identity theft ( FTC Identity Theft Report Number : XXXX ) violates multiple federal statutes, binding case law, and core principles of XXXX XXXX, A Treatise on Suits in XXXX, Ele"
17376798,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Don't agree with the fees charged,"Maximus Federal Services, Inc.",IN,Web,Yes,N/A,2025-11-19,financial_harm,946,"A federal judge ordered my student loans to be forgiven years ago and XXXX XXXX XXXX XXXX hasn't followed the courts order. I've called them multiple times over the last few years. I fall squarely within the XXXX XXXX XXXX settlement class. All of us who intended that school were lied to and a judge ordered our loans forgiven and reimbursed. Years ago, I was told no further action was needed on my part, and they keep telling me that, BUT THEY AREN'T DOING IT. Recently, my loans were * partially * forgiven, which doesn't make sense either because I've only ever attended one school and that's the only school I've gotten loans for. I'm tired of waiting. This month they even charged me interest! That made my balance go up and my credit score go down. That's the last straw. I'm a XXXX XXXX XXXX with XXXX young children and my credit score is extremely important to me. Please help me get this ( what should be very simple ) issue resolved."
4328772,Mortgage,Conventional home mortgage,Closing on a mortgage,,Specialized Loan Servicing Holdings LLC,PA,Web,Yes,N/A,2021-04-26,financial_harm,1013,"The outstanding Principal Balance of XXXX of loan number XXXX was paid off on XXXX. I have been waiting for something from Specialized Loan Servicing to take to the lawyer so that the deed can be switched over to my name since I am the executor of my mothers estate. But instead they sent me a stack of new mortgage payment statements. In XXXX they sent a Mortgage Payment Reminder, my wife contacted them but they refused to speak with her regarding this mortgage despite me giving authorization many times to speak to her, since I have to continually take off of work to contact them. Now I am receiving foreclosure statements, I can't understand how a mortgage be in foreclosure when in is paid off. I took off work again on XXXX and contacted them again to let them know that the loan was paid. Now I was notified that to close the loan they wanted more monies to close the loan plus late fees for the 4 months starting in XXXX, XXXX, XXXX, and XX/XX/XXXX, but nothing was due so how could I get late charges."
14492431,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"EQUIFAX, INC.",LA,Web,Yes,N/A,2025-07-07,financial_harm,4824,"XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/year> Equifax Information Services LLC XXXX XXXX XXXX XXXX XXXX XXXXXXXX Subject : Request for Method of Verification and Full Documentation of Investigation and Immediate Deletion of Incomplete/Inaccurate Account per FCRA To Whom It May Concern : I am writing in response to a recent investigation you completed, in which you stated that an account on my credit report has been verified and/or updated. The credit file confirmation number : XXXX, is the letter I received. The account in question is : XXXX XXXX Account Number : XXXX BALANCE : {$12000.00} Under the Fair Credit Reporting Act ( FCRA ) 611 ( 15 U.S.C. 1681i ), I am formally requesting that you provide me with a detailed description of the procedures used to determine the accuracy and completeness of this information during your reinvestigation. Specifically : 1. ) What method did you use to verify this charged-off account?

2. ) Who was contacted at the furnishing company? Please provide their full name, title, company name, phone number, and email.

3. ) On what date and time was this contact made?

4. ) What specific information was updated as"
4201449,Debt collection,Other debt,Attempts to collect debt not owed,Debt was paid,TRANSWORLD SYSTEMS INC,MD,Web,Yes,N/A,2021-03-10,financial_harm,797,"Transworld reported a debt not belonging to them. 

This is NOT a request for verification or proof of my mailing address, but a request for VALIDATION made pursuant to 15 USC 1692g Sec. 809 ( b ) of the FDCPA. I respectfully request that your offices provide me with competent evidence that I have any legal obligation to pay you. Providing a copy of my last statement is not enough evidence. 
The monies owed was paid to XXXX, the original creditor. Therefore, you should not be reporting this as a collection on my credit report. 
If your offices fail to respond to this validation request within 30 days from the date of your receipt, all references to this account must be deleted and completely removed from my credit file and a copy of such deletion request shall be sent to me immediately."
11260652,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Old information reappears or never goes away,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TN,Web,Yes,N/A,2024-12-25,financial_harm,1481,"I am writing to dispute the charge-off account from XXXX reported on my credit file, in accordance with the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681 et seq. The account information is as follows : Account Name : XXXX Account Number : XXXX Date of Charge-Off : XXXX XXXX I dispute this account because XXXX never sent me a XXXX form, which is required by the IRS to report canceled debt XXXX When I requested a XXXX form from XXXX, they stated that they do not send them out. I believe this is a violation of IRS regulations and the FCRA, which requires that credit bureaus ensure the accuracy and completeness of the information reported. This account was charged off on the following date XXXX XXXX. Since then, the account has repeatedly been updated as a charge-off every month. This is an update on the payment history. A charged-off account should NOT include an active payment history. This inaccurate information falsely manipulates the statute of limitations. You failed to investigate this account properly and your neglect has violated my rights. I am demanding a deletion of the following account : XXXX Pursuant to 15 U.S.C. 1681i ( a ) ( 1 ), I request that you investigate thi"
17787583,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,CA,Web,Yes,N/A,2025-12-04,financial_harm,542,"Dear Sir/Madam, I am writing to dispute several accounts that I believe have been reported inaccurately on my credit report. Please review the following details of the disputed accounts, which I request to be corrected. I have separated each bureau 's report for your convenience. 

CHARGED OFXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX"
16373837,Debt collection,Rental debt,Attempts to collect debt not owed,Debt is not yours,"National Credit Systems,Inc.",CT,Web,Yes,N/A,2025-10-05,financial_harm,1320,"I am filing this complaint regarding improper debt collection and credit reporting practices by National Credit Systems , Inc. ( XXXX ) in connection with a disputed utility bill managed by XXXX XXXX XXXX for my former residence at XXXX XXXX XXXX, XXXX XXXX, CT, XXXX. 

Background and Timeline : On XX/XX/year>, I contacted XXXX by email disputing unexplained submetered electricity charges. 
On XX/XX/year>, my attorney issued a formal dispute letter to XXXX requesting billing validation. 
On XX/XX/year>, I filed a formal complaint with Connecticut XXXX, initiating a regulatory investigation into XXXX  submetering and billing practices. XXXX confirmed they engaged XXXX directly beginning XX/XX/year>. 
Despite this active investigation, XXXX sent the alleged debt to XXXX for collection in XX/XX/year>, and the collection was reported to credit bureaus on XX/XX/year>. 

FDCPA Dispute and Non-Response On XX/XX/year>, I sent a certified FDCPA debt validation letter to XXXX, delivered on XX/XX/year>. 
As of today, no written validation has been provided in response to that certified letter. A copy of that letter and delivery proof are attached. The only prior communication from XXXX was a "
6994641,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",LA,Web,Yes,N/A,2023-05-18,financial_harm,342,XXXX XXXX XXXX is showing a past due balance actively open on a closed collections account which is fraudulent and needs to be removed from my credit report according to my rights within the FCRA. I have disputed this multiple times and nothing has ever changed. They are adding interest and compounding the total balance on a closed account.
5601964,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,Web,Yes,N/A,2022-05-26,financial_harm,2853,"Bank of America gave me a incorrect exchange rate ( in the bank 's favor ) for at least five transactions that I made in XXXX during a three-week trip in XXXX this year with my US BOA card. 

I know that the exchange rate was wrong because the BOA representative told me that exchange rates are handled by Visa and a Visa representative checked the rate for me. But the Visa representative said that to get a refund, I needed to go back to BOA. When I sent back to BOA, I was told that I needed to use an online process for reporting the error. 

The representative knew that I wanted to dispute every single transaction in a month of travel, since my suspicion was that if two charges checked at random were wrong, all of them might be. However, when I tried using the online process, I discovered after disputing the first three of my transactions, I was directed to call customer support. I called again and they said that they could not resolve the problem. 

They could not explain why I had been overcharged and suggested several incorrect reasons. ( One was that the rate is not the date of the transaction but the date of settlement, but I determined that this is not the problem by confirmin"
19282247,Debt collection,Credit card debt,Written notification about debt,Didn't receive enough information to verify debt,"Gurstel Law Firm, P.C.",MN,Web,Yes,N/A,2026-02-05,financial_harm,2603,"Company : Gurstel Law Firm , P.C . 
Also involved : XXXX XXXX XXXX, XXXX Attorneys involved : XXXX XXXX XXXX XXXX XXXX Original Creditor : XXXX XXXX XXXX XXXX / XXXX What happened I timely disputed an alleged debt and requested validation pursuant to the Fair Debt Collection Practices Act ( FDCPA ). 
XXXX XXXX XXXX failed to provide proper validation within the statutory XXXX period required under XXXX XXXX. XXXX. After the deadline had passed, the firm sent repetitive and substantially identical packets of incomplete documentation, first under the name XXXX XXXX XXXX and later under XXXX XXXX, without curing the deficiencies or addressing my written dispute. 
The packets sent by Gurstel Law Firm : Were provided outside the required validation window Do not include a copy of the original signed contract Do not disclose the amount XXXX XXXX XXXX paid to acquire the debt ( the purchase amount is redacted ) Do not establish legal standing to collect Appear designed to pressure payment rather than to provide lawful validation After I responded to the initial packet sent under XXXX XXXX XXXX, I received another packet containing the same deficient materials under XXXX XXXX name. The use"
9810126,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",SC,Web,Yes,N/A,2024-08-15,financial_harm,3081,"I am filing this formal complaint due to significant discrepancies in my credit reports, which I believe represent clear violations by the credit reporting agencies, XXXX XXXX XXXX XXXX, the XXXX credit card companies listed on my report, and XXXX XXXX XXXX. These errors have adversely affected my creditworthiness and have caused me considerable financial XXXX 
Additionally, I am opting out of all authorizations. As a federally protected consumer under the Fair Credit Reporting Act ( FCRA ), I hereby rescind any authorizationswhether written, unwritten, verbal, or non-verbalthat I may have granted, pursuant to XXXX U.S.C. XXXX. This rescission is effective immediately and indefinitely. 
XXXX. Violations by XXXX XXXX XXXX : The credit reporting agencies, including XXXX, XXXX, Equifax, and XXXX, have violated the Privacy Act of 1974, the Fair Credit Reporting Act ( FCRA ), and the Fair Debt Collection Practices Act ( FDCPA ). Specifically : These agencies have reported non-public personal information without my written consent, in violation of XXXX XXXX. XXXX. 
They have allowed XXXX XXXX and XXXX XXXX XXXX  to display my transaction history, which is illegal under XXXX U.S.C. XXXX ("
3751674,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,,"Paypal Holdings, Inc",IL,Web,Yes,N/A,2020-07-17,financial_harm,257,"PayPal -negative {$3000.00} XX/XX/2020 Transfer Paid with Balance Transaction ID XXXX Seller info PayPal Note {$3000.00} USD ; PayPal Posting Date : XX/XX/2020 ; Payment to : Paypal ; PayPal 's damages caused by Acceptable Use Policy violation ;. 
XXXX XXXX"
10709109,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,Experian Information Solutions Inc.,FL,Web,Yes,N/A,2024-11-06,financial_harm,655,"I have disputed with Experian and XXXX XXXX multiple times regarding the inaccuracy that is on my credit report. Per fcra all items must be 100 % accurate or need to be removed. I have disputed multiple items showing derogatory that does not match my address nor my personal records. I have provided proof of my address which was a requirement with Experian and each item Experian states the collection company was able to validate the debt as accurate. I HAVE NOT SUPPLIED PROOF UNDER THE XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX I PRESUME THAT PROOF OF THE ALLEGED DEBT, NOR THEREFORE ANY SUCH DEBT, IN FACT THEREFORE EXISTS"
8788178,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"Affirm Holdings, Inc",MI,Web,Yes,N/A,2024-04-16,financial_harm,361,Affirm sent my unpaid loan to XXXX XXXX for collection. I paid the settlement amount and resolved the debt. Affirm updated my credit report with incorrect payment details after I have called and provided documentation to show that the debt has been resolved. Please update my credit report accurately. I paid the settlement amount and my balance should be XXXX.
5090239,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"Convergent Resources, Inc.",IL,Web,Yes,N/A,2022-01-10,financial_harm,706,"This is in reference of a letter claiming I OWE a debt from you all that i do not claim. Also, it was a threat made at the end of the letter that claimed if I do not respond to you all you will tarnish my credit report and report that unidentifiable .From my knowledge you are breaking multiple laws that will be enforced.We do not have any contract formed that you should be contacting me this is invasion of privacy because I do not know who you are and for you to say that I owe you anything being that you are a debt collector is another form of violation containing the FDCPA law .Every violation found is XXXX dollar violation please remove a ; l information yuou have associated with me immediately."
7687733,Debt collection,Credit card debt,False statements or representation,Attempted to collect wrong amount,Experian Information Solutions Inc.,FL,Web,Yes,N/A,2023-10-12,financial_harm,423,"After Experian disputed items on my report some came back as verified. I gave them a chance to cure and also ask to show me the contract I signed, they responded they don't have it. So I asked to prove that debt is mine or delete it. Attach is a letter I want Experian and the original creditor to have. It's experians job to make sure items are 100 % accurate not just a simple, its verified and no investigation was made."
11333887,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,Yes,N/A,2025-01-01,financial_harm,563,"It has come to my attention my personal information has been exposed in a national data breach. After reviewing my credit reports, I notices some accounts I am not familiar with. I have asked the CRA 's for validation of debt, however the information has not been provided. Due to my information being exposed, I have submitted a FTC complaint report the info I am not familiar with. 

Please find attached a copy of my I.D . The FTC complaint, a copy of the XXXX report showing my information being exposed in a national database and a Validation of debt Letter."
7895704,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,"CITIZENS FINANCIAL GROUP, INC.",OH,Web,Yes,N/A,2023-11-24,financial_harm,352,I was charged overdraft fees without the account being overdrawn and while a dispute was going on for an account error with the card creating duplicate charges and fraudulent charges.Since I've gone to bank to resolve the issue only for the representative to take the card and have the card active. This created more issues and more fraudulent charges.
4839392,Credit card or prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,"Paypal Holdings, Inc",ID,Web,Yes,N/A,2021-10-24,financial_harm,3869,I went to XXXX on XX/XX/2021 to cash my payroll check in the amount of XXXX and wanted to get {$150.00} back in cash and load the rest of my payroll money onto my PayPal pre-paid card. With the amount being over {$500.00} I was told I had to do two separate transactions. We did the first transaction off {$500.00} they charge {$4.00} to cash a check and {$3.00} to load the money onto my PayPal card but because I was cashing a check and loading onto my PayPal card at the same transaction they voided out the {$3.00} making the total she gave back to me {$490.00} I thought everything went through just fine so we continued with the second transaction I was only loading onto my PayPal card so I was charged another {$3.00} for that and then I gave them {$340.00} making my total {$340.00} Right after that thinking everything was fine I left XXXX went to my boyfriends work where I sat in the parking lot so I could pay bills online. Thats when I noticed that my account wasnt reflecting what it should the {$340.00} was there but not the {$500.00} so I immediately called XXXX they told me I had to go in with the receipt and talk to them in person because they had to look at the receipt. I then
2724774,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,WELLS FARGO & COMPANY,GA,Web,Yes,N/A,2017-11-09,financial_harm,402,Hello I sent a Certified Letter on XXXX the XXXX 2017 to  Wells Fargo asking them to provided documentation of my debt and account with my original signature. They have not provided this information but have a account reporting on my credit report monthly that is not mines. It 's been over 45 days and no verification. I would like this Wells Fargo account removed from all 3 Credit report immediately
3766005,Credit card or prepaid card,General-purpose credit card or charge card,Trouble using your card,Can't use card to make purchases,WELLS FARGO & COMPANY,WA,Web,Yes,N/A,2020-07-27,financial_harm,1755,"while a customer at Wells Fargo Bank. i had a debit card and a credit card and had wanted fraud protection because of fraud i had before from a bank in Montana. and all this happened at least a year or two before Wells Fargo was in the paper for many issues of wrong doings. i would come into the XXXX XXXX branch when i started noticing issues with both my debt card and credit card. i would notice while using my debit card the charge would be on my credit card as well and the other way as well. the people would change my cards out several times but it wouldn't never help or fix the issue ... during the times of changing out my cards they never added back on my fraud protection.after time went by, while going through some physical issues. it wasn't a long time after being charged a lot of fees i was almost at an amount where it was maxed out and there were charges added above the max amount and i told them again this was fraud and they took off the amount that was over and had told me that i need to pay the rest. even though the whole time these cards were getting false charges. and then never got a late payment letter or in any way never got informed of anything. for years my credit"
6390480,Debt collection,Other debt,Attempts to collect debt not owed,Debt was result of identity theft,"ONLINE Information Services, Inc.",TX,Web,Yes,N/A,2023-01-03,financial_harm,1004,"XX/XX/XXXX - Submitted dispute with XXXX and requested XXXX XXXX be placed on my credit report after noticing negative credit rating and never having received a bill/statement. 

XX/XX/XXXX - received collection agency statement from XXXX XXXX XXXX XXXX collection agency on behalf of XXXX XXXX in the amounts of {$480.00}, {$290.00}, and {$220.00}. Services were rendered in XXXX and XXXX, TX. I reside in XXXX XXXX, TX. 

XX/XX/XXXX - called XXXX XXXX and filed a dispute. They advised the Social Security XXXX associated with the debt was my SSN. XXXX XXXX requested I file a complaint with local police department and Federal Trade Commission to assist further with fraudulent account. I requested address where services were provided but was informed information can not be disclosed. 

XXXX informed me that the energy services were provided to me in XXXX and XXXX, TX. I have lived in XXXX XXXX, TX for the past 18 years. XXXX did notify me that they do not provide services to the XXXX XXXX area."
11559071,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"Block, Inc.",TX,Web,Yes,N/A,2025-01-17,financial_harm,660,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected.

Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redress for these violations"
6504505,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,"EQUIFAX, INC.",NY,Web,Yes,N/A,2023-01-30,financial_harm,125,XXXX cancel debt and account must be remove from credit reports there no more debt owed so there is no account to be reported
15645328,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,GA,Web,Yes,N/A,2025-09-01,financial_harm,4763,"To Whom It May Concern I am submitting this formal complaint to dispute numerous inaccuracies on my credit report that have caused extreme financial harm, emotional distress, and unwarranted damage to my creditworthiness. Despite repeated attempts to correct these issues with the reporting agencies and creditors, these inaccuracies persist, which is a clear violation of the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681 et seq. I demand immediate correction of all errors. 
XXXX XXXX XXXX XXXX, XXXX  XXXX This address has never been mine, yet it appears on my credit report, causing my applications for housing and credit to be questioned. I have faced unnecessary credit denials and additional scrutiny, resulting in lost financial opportunities and severe emotional distress. Reporting inaccurate addresses violates my rights under FCRA 1681i ( a ), and repeated errors indicate negligent reporting practices that have tangible negative consequences. 
XXXX XXXX XXXX XXXX, XXXX  XXXX Multiple variations of this incorrect address create confusion for creditors attempting to verify my residency, increasing the likelihood of mistaken identity and wrongful credit denial. The repetition dem"
15692048,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,SN SERVICING CORPORATION,LA,Web,Yes,N/A,2025-09-03,financial_harm,357,Insurance check came to repair roof damages but the company kept the check saying that since I was behind on mortgage they were keeping the check and if they returned it to me then my house would go into foreclosure .. Originally the check was from XXXX XXXX but was bought out by SN Servicing Corporation . I have been dealing with this matter since 2021..
12516690,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MD,Web,Yes,N/A,2025-03-17,financial_harm,339,"This letter serves as my final attempt to resolve this matter before I initiate legal action against your agency for violations of the Fair Credit Reporting Act ( FCRA ) and Fair Debt Collection Practices Act ( FDCPA ). Despite numerous disputes and opportunities to correct the inaccuracies on my credit report, you have failed to comply."
10502949,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,"EQUIFAX, INC.",TX,Web,Yes,N/A,2024-10-18,financial_harm,1463,"On XX/XX/year>, I pulled my XXXX Credit Report from all three Bureaus ( XXXX, Equifax, and XXXX ) and found out that my personal information ( Name & Address ) was being reported wrong and that my Credit Report had inaccurate and incomplete credit information. I then sent XXXX, Equifax, and XXXX a Personal Information Update Letter on XX/XX/year>. 
I received responses from Two of the XXXX XXXX XXXX XXXX XXXX XXXX XXXX Equifax ) on XX/XX/year>, verifying their information XXXX replied via their website, Equifax via Mail, and XXXX XXXX No Response, and my Credit report still had personal information ( Name & Address ) was being reported wrong and my Credit Report still had inaccurate and incomplete credit information. I then sent XXXX, Equifax, and XXXX another Personal Information Update Letter on XX/XX/year>, and My 1st Dispute Letter for the inaccurate and incomplete credit information being reported. As of XX/XX/year>, I have not received any response from all three Bureaus ( XXXX, Equifax, and XXXX ). So, I sent XXXX, Equifax, and XXXX another Personal Information Update Letter on XX/XX/year>, and My 2nd Dispute Letter for the inaccurate and incomplete credit information being "
